event_id,date,year,month,city,latitude,longitude,narrative_type,tone_score,mentions,description,sector_reference
182,2022-01-21,2022,1,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,31,This event involved a fake insolvency rumour reported in London.,Financial Sector
183,2023-01-03,2023,1,Leeds,53.8008,-1.5491,False Cyberattack Alert,-6,26,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
184,2022-09-28,2022,9,London,51.5074,-0.1278,Fake Insolvency Rumour,-3,23,This event involved a fake insolvency rumour reported in London.,Financial Sector
185,2022-02-04,2022,2,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-3,25,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
186,2021-06-18,2021,6,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-7,19,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
187,2021-05-06,2021,5,London,51.5074,-0.1278,False Cyberattack Alert,-6,32,This event involved a false cyberattack alert reported in London.,Financial Sector
188,2022-07-14,2022,7,London,51.5074,-0.1278,False Cyberattack Alert,-5,23,This event involved a false cyberattack alert reported in London.,Financial Sector
189,2023-08-29,2023,8,Manchester,53.4808,-2.2426,False Cyberattack Alert,0,24,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
190,2024-11-22,2024,11,Leeds,53.8008,-1.5491,False Cyberattack Alert,-6,22,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
191,2021-07-06,2021,7,Leeds,53.8008,-1.5491,Fraudulent Investment Scheme,-5,8,This event involved a fraudulent investment scheme reported in Leeds.,Financial Sector
192,2023-10-15,2023,10,London,51.5074,-0.1278,Fake Insolvency Rumour,-8,28,This event involved a fake insolvency rumour reported in London.,Financial Sector
193,2020-03-07,2020,3,London,51.5074,-0.1278,Fraudulent Investment Scheme,-7,27,This event involved a fraudulent investment scheme reported in London.,Financial Sector
194,2023-04-20,2023,4,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-4,30,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
195,2023-11-12,2023,11,London,51.5074,-0.1278,Deepfake Executive Announcement,-10,25,This event involved a deepfake executive announcement reported in London.,Financial Sector
196,2024-12-26,2024,12,Bristol,51.4545,-2.5879,Fraudulent Investment Scheme,-4,5,This event involved a fraudulent investment scheme reported in Bristol.,Financial Sector
197,2024-12-06,2024,12,London,51.5074,-0.1278,False Cyberattack Alert,-3,13,This event involved a false cyberattack alert reported in London.,Financial Sector
198,2024-03-09,2024,3,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-2,16,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
199,2022-12-16,2022,12,London,51.5074,-0.1278,False Cyberattack Alert,-7,15,This event involved a false cyberattack alert reported in London.,Financial Sector
200,2024-03-02,2024,3,London,51.5074,-0.1278,False Cyberattack Alert,-6,14,This event involved a false cyberattack alert reported in London.,Financial Sector
201,2024-03-28,2024,3,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-10,31,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
202,2021-03-06,2021,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,27,This event involved a fake insolvency rumour reported in London.,Financial Sector
203,2023-01-07,2023,1,London,51.5074,-0.1278,Fraudulent Investment Scheme,-3,12,This event involved a fraudulent investment scheme reported in London.,Financial Sector
204,2020-04-29,2020,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,32,This event involved a fake insolvency rumour reported in London.,Financial Sector
205,2023-02-21,2023,2,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-4,12,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
206,2021-10-31,2021,10,London,51.5074,-0.1278,Synthetic Regulatory Announcement,0,29,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
207,2022-02-28,2022,2,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,12,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
208,2020-09-26,2020,9,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,8,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
209,2021-01-26,2021,1,London,51.5074,-0.1278,Fraudulent Investment Scheme,-8,24,This event involved a fraudulent investment scheme reported in London.,Financial Sector
210,2021-05-11,2021,5,London,51.5074,-0.1278,Fraudulent Investment Scheme,-5,20,This event involved a fraudulent investment scheme reported in London.,Financial Sector
211,2023-03-22,2023,3,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-3,27,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
212,2021-04-08,2021,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-8,28,This event involved a fake insolvency rumour reported in London.,Financial Sector
213,2023-04-17,2023,4,London,51.5074,-0.1278,Deepfake Executive Announcement,-5,9,This event involved a deepfake executive announcement reported in London.,Financial Sector
214,2024-10-03,2024,10,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,31,This event involved a deepfake executive announcement reported in London.,Financial Sector
215,2021-04-17,2021,4,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-8,18,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
216,2020-10-09,2020,10,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-5,6,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
217,2023-04-21,2023,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,33,This event involved a fake insolvency rumour reported in London.,Financial Sector
218,2021-02-08,2021,2,London,51.5074,-0.1278,False Cyberattack Alert,-3,19,This event involved a false cyberattack alert reported in London.,Financial Sector
219,2022-04-16,2022,4,Bristol,51.4545,-2.5879,Synthetic Regulatory Announcement,-4,23,This event involved a synthetic regulatory announcement reported in Bristol.,Financial Sector
220,2024-06-19,2024,6,Bristol,51.4545,-2.5879,False Cyberattack Alert,-7,23,This event involved a false cyberattack alert reported in Bristol.,Financial Sector
221,2023-09-06,2023,9,London,51.5074,-0.1278,Fraudulent Investment Scheme,-5,12,This event involved a fraudulent investment scheme reported in London.,Financial Sector
222,2024-10-13,2024,10,London,51.5074,-0.1278,Fraudulent Investment Scheme,-5,25,This event involved a fraudulent investment scheme reported in London.,Financial Sector
223,2020-07-31,2020,7,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-6,20,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
224,2021-08-14,2021,8,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-5,10,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
225,2021-09-03,2021,9,Manchester,53.4808,-2.2426,False Cyberattack Alert,-4,25,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
226,2023-08-09,2023,8,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,10,This event involved a deepfake executive announcement reported in London.,Financial Sector
227,2024-01-19,2024,1,London,51.5074,-0.1278,False Cyberattack Alert,-4,17,This event involved a false cyberattack alert reported in London.,Financial Sector
228,2022-08-01,2022,8,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,11,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
229,2021-02-17,2021,2,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,31,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
230,2021-04-13,2021,4,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-3,11,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
231,2023-03-20,2023,3,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-3,6,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
232,2020-06-06,2020,6,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-7,14,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
233,2020-08-24,2020,8,Manchester,53.4808,-2.2426,False Cyberattack Alert,-3,20,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
234,2024-08-26,2024,8,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,20,This event involved a fake insolvency rumour reported in London.,Financial Sector
235,2023-03-20,2023,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-1,12,This event involved a fake insolvency rumour reported in London.,Financial Sector
236,2024-08-31,2024,8,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-6,21,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
237,2021-03-05,2021,3,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-8,14,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
238,2021-05-22,2021,5,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-1,30,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
239,2020-10-29,2020,10,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-4,19,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
240,2024-05-04,2024,5,Leeds,53.8008,-1.5491,False Cyberattack Alert,-10,31,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
241,2021-06-22,2021,6,London,51.5074,-0.1278,False Cyberattack Alert,-10,19,This event involved a false cyberattack alert reported in London.,Financial Sector
242,2023-01-13,2023,1,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,32,This event involved a deepfake executive announcement reported in London.,Financial Sector
243,2020-08-17,2020,8,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-7,32,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
244,2022-04-23,2022,4,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-4,25,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
245,2020-09-24,2020,9,London,51.5074,-0.1278,Fraudulent Investment Scheme,-3,9,This event involved a fraudulent investment scheme reported in London.,Financial Sector
246,2020-01-12,2020,1,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-9,17,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
247,2024-05-22,2024,5,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-10,11,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
248,2023-07-14,2023,7,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,9,This event involved a fake insolvency rumour reported in London.,Financial Sector
249,2022-08-22,2022,8,Manchester,53.4808,-2.2426,False Cyberattack Alert,-6,16,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
250,2021-05-13,2021,5,London,51.5074,-0.1278,False Cyberattack Alert,-3,12,This event involved a false cyberattack alert reported in London.,Financial Sector
251,2023-06-14,2023,6,Leeds,53.8008,-1.5491,False Cyberattack Alert,-3,9,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
252,2020-05-03,2020,5,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-4,13,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
253,2022-08-05,2022,8,Bristol,51.4545,-2.5879,False Cyberattack Alert,-5,20,This event involved a false cyberattack alert reported in Bristol.,Financial Sector
254,2023-10-13,2023,10,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-10,33,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
255,2020-04-05,2020,4,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,25,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
256,2022-08-24,2022,8,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-5,31,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
257,2021-10-24,2021,10,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-2,17,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
258,2021-02-03,2021,2,London,51.5074,-0.1278,False Cyberattack Alert,-3,33,This event involved a false cyberattack alert reported in London.,Financial Sector
259,2020-06-15,2020,6,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,28,This event involved a fake insolvency rumour reported in London.,Financial Sector
260,2022-05-22,2022,5,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-8,20,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
261,2024-06-13,2024,6,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,13,This event involved a fake insolvency rumour reported in London.,Financial Sector
262,2020-08-06,2020,8,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,8,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
263,2024-06-25,2024,6,Birmingham,52.4862,-1.8904,AI-Generated Interest Rate Rumour,-6,32,This event involved a ai-generated interest rate rumour reported in Birmingham.,Financial Sector
264,2023-11-12,2023,11,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-7,25,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
265,2022-07-28,2022,7,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-2,27,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
